url,district
https://www.tripadvisor.co.kr/Attraction_Review-g789433-d1886991-Reviews-Hanji_Theme_Park-Wonju_Gangwon_do.html#REVIEWS,u_Gangwon_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g789433-d5924168-Reviews-Museum_SAN-Wonju_Gangwon_do.html#REVIEWS,u_Gangwon_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g789433-d13810098-Reviews-Mount_Sogeum_Swinging_Bridge-Wonju_Gangwon_do.html#REVIEWS,u_Gangwon_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g789433-d4087312-Reviews-Ganhyeon_Yuwonji-Wonju_Gangwon_do.html#REVIEWS,u_Gangwon_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g2024868-d4095649-Reviews-Geumnamro_Park-Gwangju_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g294197-d4323885-Reviews-Chungjeongno_NANTA_Theatre-Seoul.html#REVIEWS,heatre-Seoul.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g304129-d12657497-Reviews-Asia_Culture_Center-Gwangju.html#REVIEWS,nter-Gwangju.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g304129-d1880975-Reviews-The_Street_of_Art-Gwangju.html#REVIEWS,_Art-Gwangju.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g2024867-d8790372-Reviews-Gwangmyeong_Cave-Gwangmyeong_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g2024867-d13151736-Reviews-Statue_of_Peace-Gwangmyeong_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g612376-d5970299-Reviews-Mt_Mageumsan_Hot_Springs-Changwon_Gyeongsangnam_do.html#REVIEWS,ngsangnam_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g612376-d9569865-Reviews-The_House_of_Changwon-Changwon_Gyeongsangnam_do.html#REVIEWS,ngsangnam_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g612376-d7108007-Reviews-Changwon_Marine_Park-Changwon_Gyeongsangnam_do.html#REVIEWS,ngsangnam_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g612376-d7987811-Reviews-Yongji_Munhwa_Park-Changwon_Gyeongsangnam_do.html#REVIEWS,ngsangnam_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g1872665-d2076201-Reviews-DMZ-Paju_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g1872665-d3805606-Reviews-The_Third_Tunnel-Paju_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g1872665-d3164751-Reviews-Imjingak_Pyeonghoa_Nuri_Park-Paju_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g1872665-d3805612-Reviews-Dora_Observatory-Paju_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g1074123-d12631835-Reviews-Siheung_Premium_Outlets-Siheung_Gyeonggi_do.html#REVIEWS,_Gyeonggi_do.html#REVIEWS
https://www.tripadvisor.co.kr/Attraction_Review-g297887-d11885374-Reviews-Daeheungdong_Culture_and_Art_Road-Daejeon.html#REVIEWS,Road-Daejeon.html#REVIEWS
