,category,highest_topic,highest_ratio,topic_ratio,topic2,topic3,topic1,topic4,attr_index,attraction,category
144,28,1.0,0.8799999952316284,"[(1, 0.8800366), (2, 0.04509838), (3, 0.068210244)]",0.045098379254341125,0.06821024417877197,0.8800365924835205,0.0,456,Petite_France-Gapyeong_gun_Gyeonggi_do,28
145,4,2.0,0.9923999905586243,"[(2, 0.9923923)]",0.9923923015594482,0.0,0.0,0.0,457,Hongdae_Art_Market_Free_Market-Seoul,4
146,3,4.0,0.5256999731063843,"[(1, 0.021055665), (2, 0.16939995), (3, 0.2838238), (4, 0.5257206)]",0.1693999469280243,0.28382378816604614,0.021055664867162704,0.5257205963134766,461,Cheonggyesan_Mountain-Gwacheon_Gyeonggi_do,3
147,3,3.0,0.9976999759674072,"[(3, 0.99769366)]",0.0,0.997693657875061,0.0,0.0,462,Cheonggyecheon_Museum-Seoul,3
148,9,4.0,0.642799973487854,"[(1, 0.3470965), (4, 0.6427833)]",0.0,0.0,0.3470965027809143,0.6427832841873169,465,Woljeongri_Beach-Jeju_Jeju_Island,9
149,33,1.0,0.6887999773025513,"[(1, 0.6887623), (3, 0.31031254)]",0.0,0.31031253933906555,0.6887623071670532,0.0,473,Suwon_World_Cup_Stadium-Suwon_Gyeonggi_do,33
150,38,1.0,0.6726999878883362,"[(1, 0.67268753), (2, 0.32403454)]",0.32403454184532166,0.0,0.6726875305175781,0.0,474,Jeonju_World_Cup_Stadium-Jeonju_Jeollabuk_do,38
151,23,2.0,0.9825000166893005,"[(1, 0.016701484), (2, 0.9824526)]",0.9824525713920593,0.0,0.016701484099030495,0.0,475,Hyundai_Department_Store_Apgujeong_Main-Seoul,23
152,25,2.0,0.9056000113487244,"[(1, 0.09432046), (2, 0.9055735)]",0.9055734872817993,0.0,0.09432046115398407,0.0,476,Shinsegae_Dept_Store_Centum_City-Busan,25
153,15,4.0,0.7088000178337097,"[(1, 0.027653385), (2, 0.24596646), (3, 0.017540619), (4, 0.70883954)]",0.24596646428108215,0.017540618777275085,0.02765338495373726,0.7088395357131958,478,Gijang_Market-Busan,15
154,9,2.0,0.7919999957084656,"[(2, 0.79197675), (4, 0.2075152)]",0.7919767498970032,0.0,0.0,0.2075151950120926,483,Jeju_Jungang_Underground_Shopping_Center-Jeju_Jeju_Island,9
155,21,1.0,0.9976000189781189,"[(1, 0.9976148)]",0.0,0.0,0.9976148009300232,0.0,491,Ocean_700-Pyeongchang_gun_Gangwon_do,21
156,27,1.0,0.996999979019165,"[(1, 0.99703664)]",0.0,0.0,0.9970366358757019,0.0,492,Bears_Town_Ski_Sled-Pocheon_Gyeonggi_do,27
157,26,3.0,0.9998999834060669,"[(3, 0.9998566)]",0.0,0.9998565912246704,0.0,0.0,498,Panmunjom-Paju_Gyeonggi_do,26
158,30,3.0,0.4348999857902527,"[(1, 0.1374302), (2, 0.42301872), (3, 0.4349297)]",0.4230187237262726,0.4349296987056732,0.13743020594120026,0.0,515,Chinatown-Incheon,30
159,30,3.0,0.9919000267982483,"[(3, 0.99188036)]",0.0,0.9918803572654724,0.0,0.0,516,Incheon_Art_Platform-Incheon,30
160,12,2.0,0.519599974155426,"[(1, 0.47672817), (2, 0.51960176)]",0.5196017622947693,0.0,0.4767281711101532,0.0,530,COEX_Center-Seoul,12
161,34,1.0,0.7628999948501587,"[(1, 0.762916), (2, 0.029844977), (3, 0.20696467)]",0.0298449769616127,0.2069646716117859,0.7629160284996033,0.0,533,MBC_WORLD-Seoul,34
